dataset,image,method,psnr,ssim
APTOS,b200c23b299b.png,espcn,36.797992192252124,0.9121585590982475
APTOS,b200c23b299b.png,fsrcnn,33.06838849815627,0.871972764919898
APTOS,b200c23b299b.png,srcnn,37.32053747391996,0.906814285007638
APTOS,b21abe5d9722.png,bicubic,36.538250424471826,0.881190610445648
APTOS,b21abe5d9722.png,espcn,36.22348602071483,0.9612590797434811
APTOS,b21abe5d9722.png,fsrcnn,27.433233172949713,0.9530418611486086
APTOS,b21abe5d9722.png,srcnn,36.64617691697543,0.9021617005097454
APTOS,b22cc1bf0b8a.png,bicubic,36.7413293139236,0.8820798626352868
APTOS,b22cc1bf0b8a.png,espcn,35.885368477626756,0.9147765600371479
APTOS,b22cc1bf0b8a.png,fsrcnn,32.585582560032435,0.8761454397603226
APTOS,b22cc1bf0b8a.png,srcnn,36.8707432261983,0.9126274112813895
APTOS,b294927b14b0.png,bicubic,36.72042394339599,0.887351483559789
APTOS,b294927b14b0.png,espcn,36.15223477715099,0.9218751097602177
APTOS,b294927b14b0.png,fsrcnn,32.50760142778204,0.8781175615403723
APTOS,b294927b14b0.png,srcnn,36.846693441882664,0.9239539632784709
APTOS,b2b79b37d314.png,bicubic,37.21252601043797,0.8913569571767933
APTOS,b2b79b37d314.png,espcn,36.8243491701736,0.9240629944799853
APTOS,b2b79b37d314.png,fsrcnn,31.495239531616363,0.8668039003169413
APTOS,b2b79b37d314.png,srcnn,37.36404357191477,0.9300088560330105
APTOS,b2b7ccd34cbd.png,bicubic,37.82466195624219,0.8942851578222148
APTOS,b2b7ccd34cbd.png,espcn,37.7347143504723,0.9283223773983199
APTOS,b2b7ccd34cbd.png,fsrcnn,29.658264890873806,0.855819339410243
APTOS,b2b7ccd34cbd.png,srcnn,38.21200582982523,0.9335638001788599
APTOS,b351ae99413a.png,bicubic,37.10376036684216,0.8854044861135836
APTOS,b351ae99413a.png,espcn,36.74676304450861,0.912712200349918
APTOS,b351ae99413a.png,fsrcnn,33.08248067771985,0.8599565628292316
APTOS,b351ae99413a.png,srcnn,37.40986291332406,0.923205364034854
APTOS,b35cad8fe2d7.png,bicubic,38.4851400557328,0.8949950630590292
APTOS,b35cad8fe2d7.png,espcn,38.14562709217728,0.9551624048692918
APTOS,b35cad8fe2d7.png,fsrcnn,28.818034058272822,0.8756090651419819
APTOS,b35cad8fe2d7.png,srcnn,39.44525191790205,0.9556971170597052
APTOS,b3a994760537.png,bicubic,36.983689359551995,0.8864193881954426
APTOS,b3a994760537.png,espcn,36.61349952157909,0.9112091730884857
APTOS,b3a994760537.png,fsrcnn,32.94984445692065,0.8536943393026993
APTOS,b3a994760537.png,srcnn,37.21104047809674,0.9219939042447448
APTOS,b3f31c371e59.png,bicubic,37.43497397241071,0.8916582460393391
APTOS,b3f31c371e59.png,espcn,37.16220537784971,0.9207246306357817
APTOS,b3f31c371e59.png,fsrcnn,33.66867144123486,0.8695774722703385
APTOS,b3f31c371e59.png,srcnn,37.878941384675386,0.9326278969668781
APTOS,b43440c6ebe4.png,bicubic,38.81920842963899,0.9005022770911104
APTOS,b43440c6ebe4.png,espcn,37.97674793775545,0.9649374504757002
APTOS,b43440c6ebe4.png,fsrcnn,29.60423784433437,0.8638466090534974
APTOS,b43440c6ebe4.png,srcnn,40.83123232810632,0.9659956446689951
APTOS,b460ca9fa26f.png,bicubic,37.10804245816561,0.8887319820965266
APTOS,b460ca9fa26f.png,espcn,36.88578094561598,0.9270818592463249
APTOS,b460ca9fa26f.png,fsrcnn,30.993485724227725,0.8783931613212546
APTOS,b460ca9fa26f.png,srcnn,37.47100077142009,0.9328708691059052
APTOS,b46b09a45f39.png,bicubic,36.92466202115688,0.8873407948732286
APTOS,b46b09a45f39.png,espcn,36.22458177903784,0.9120204105005114
APTOS,b46b09a45f39.png,fsrcnn,30.163493149911787,0.8592436182637085
APTOS,b46b09a45f39.png,srcnn,37.11121727985468,0.9226389867094177
APTOS,b4b04d81acbb.png,bicubic,38.554867270489,0.8936725154576458
APTOS,b4b04d81acbb.png,espcn,38.885386983002455,0.9264888749878195
APTOS,b4b04d81acbb.png,fsrcnn,35.38730141793411,0.8802852327095231
APTOS,b4b04d81acbb.png,srcnn,39.094398005807626,0.9227939232742814
APTOS,b4e15102cd7a.png,bicubic,39.05523076275595,0.8965467321892918
APTOS,b4e15102cd7a.png,espcn,36.2586052529253,0.9645095512254175
APTOS,b4e15102cd7a.png,fsrcnn,27.57782204156934,0.8515697241384866
APTOS,b4e15102cd7a.png,srcnn,40.54015205366265,0.9688041735616589
APTOS,b5204c0decc7.png,bicubic,37.268470373596884,0.888409491027033
APTOS,b5204c0decc7.png,espcn,36.84319910420847,0.9218748837720679
APTOS,b5204c0decc7.png,fsrcnn,32.44470041589126,0.8795209354684824
APTOS,b5204c0decc7.png,srcnn,37.64566879506817,0.9269975379479161
APTOS,b532dedd928c.png,bicubic,37.254490593405485,0.8824051601874782
APTOS,b532dedd928c.png,espcn,36.759836474791285,0.9588732933733791
APTOS,b532dedd928c.png,fsrcnn,30.385990551410412,0.9509417087071134
APTOS,b532dedd928c.png,srcnn,37.19448289894115,0.8978527787406269
APTOS,b549af91bd30.png,bicubic,36.997675225376014,0.8872926283300339
APTOS,b549af91bd30.png,espcn,36.724617348654334,0.9186204025977539
APTOS,b549af91bd30.png,fsrcnn,32.303084528825615,0.8686021640497043
APTOS,b549af91bd30.png,srcnn,37.26507447313935,0.9259894026939026
APTOS,b553e7909535.png,bicubic,35.86793365490384,0.886546151968251
APTOS,b553e7909535.png,espcn,34.71386135033785,0.9265552307919424
APTOS,b553e7909535.png,fsrcnn,28.507266735147194,0.8797881400639479
APTOS,b553e7909535.png,srcnn,35.6233923845151,0.9225708959544999
APTOS,b598bc9753c2.png,bicubic,36.912780839291244,0.8930224031828341
APTOS,b598bc9753c2.png,espcn,35.72289713788065,0.9240465782102688
APTOS,b598bc9753c2.png,fsrcnn,30.891365733431527,0.8720592882388694
APTOS,b598bc9753c2.png,srcnn,36.67170670275391,0.9256606203150731
APTOS,b5a3ca5c0a80.png,bicubic,36.652290314040926,0.8846163014969832
APTOS,b5a3ca5c0a80.png,espcn,35.84254169657256,0.9090779402698644
APTOS,b5a3ca5c0a80.png,fsrcnn,32.07577249037864,0.858578412487029
APTOS,b5a3ca5c0a80.png,srcnn,36.65747799752219,0.9155457010677508
APTOS,b5b913358b32.png,bicubic,37.02799531960731,0.8841051684866569
APTOS,b5b913358b32.png,espcn,36.59354948264836,0.911795947975114
APTOS,b5b913358b32.png,fsrcnn,32.39099872183377,0.8604735935201423
APTOS,b5b913358b32.png,srcnn,37.282961836530205,0.9176727315424112
APTOS,b5bf7b84fc66.png,bicubic,36.95903174393708,0.8885742192534692
APTOS,b5bf7b84fc66.png,espcn,36.58248871656561,0.9207375333482063
APTOS,b5bf7b84fc66.png,fsrcnn,32.51623505285872,0.8686135828379178
APTOS,b5bf7b84fc66.png,srcnn,37.12176282355448,0.9304957818945123
APTOS,b5e6ae31493c.png,bicubic,36.881104379647326,0.8851639606969833
APTOS,b5e6ae31493c.png,espcn,36.453066924098614,0.9234737466792325
APTOS,b5e6ae31493c.png,fsrcnn,31.138763386489806,0.8845225269242172
APTOS,b5e6ae31493c.png,srcnn,37.13976636819906,0.9233172598113728
APTOS,b64e1eef3d63.png,bicubic,38.607819488427566,0.8823053900629413
APTOS,b64e1eef3d63.png,espcn,39.42484439694701,0.959489510974426
APTOS,b64e1eef3d63.png,fsrcnn,33.79574353202158,0.9538583112269882
APTOS,b64e1eef3d63.png,srcnn,39.28728193842761,0.9006286283725625
APTOS,b66f23ffa730.png,bicubic,36.88664089446014,0.8804394580534258
APTOS,b66f23ffa730.png,espcn,36.38403870992947,0.9032448290317232
APTOS,b66f23ffa730.png,fsrcnn,32.64678995273979,0.8492580663875828
APTOS,b66f23ffa730.png,srcnn,36.90688178610919,0.9067689200684419
APTOS,b67ae80f7eba.png,bicubic,39.08425679753378,0.8930293512352567
APTOS,b67ae80f7eba.png,espcn,41.01893449238483,0.9664962733185125
APTOS,b67ae80f7eba.png,fsrcnn,34.90733387367876,0.9451037399743515
APTOS,b67ae80f7eba.png,srcnn,40.85299132442182,0.9455846894841339
APTOS,b69c224edd6e.png,bicubic,37.52078562070479,0.8917728131871137
APTOS,b69c224edd6e.png,espcn,32.41292470561022,0.9374412944398348
APTOS,b69c224edd6e.png,fsrcnn,24.541113800048606,0.7349430474435751
APTOS,b69c224edd6e.png,srcnn,37.20122702089606,0.9433349137221944
APTOS,b6bf847fbcb2.png,bicubic,37.30941503147135,0.895277588553634
APTOS,b6bf847fbcb2.png,espcn,36.6640639071703,0.9345651676734815
APTOS,b6bf847fbcb2.png,fsrcnn,27.966488636863566,0.8568817932155616
APTOS,b6bf847fbcb2.png,srcnn,37.22596041571102,0.9311379413648692
APTOS,b6d9974443ce.png,bicubic,37.16390192622779,0.8804362163192819
APTOS,b6d9974443ce.png,espcn,36.67019742414291,0.9557853399318673
APTOS,b6d9974443ce.png,fsrcnn,28.47599542920183,0.9463838026484256
APTOS,b6d9974443ce.png,srcnn,37.14809700592365,0.8945381772780325
APTOS,b6fd109b1bc9.png,bicubic,38.59829567926226,0.897075168304101
APTOS,b6fd109b1bc9.png,espcn,34.45204078009549,0.9591726826560388
APTOS,b6fd109b1bc9.png,fsrcnn,22.255345951716397,0.538702751973728
APTOS,b6fd109b1bc9.png,srcnn,40.22468583325,0.9681164949767805
APTOS,b70e7c26f51e.png,bicubic,36.6284355806755,0.8810370228307219
APTOS,b70e7c26f51e.png,espcn,35.516096597568556,0.9060233683554992
APTOS,b70e7c26f51e.png,fsrcnn,32.36888863306844,0.857860052478855
APTOS,b70e7c26f51e.png,srcnn,36.47671986932672,0.9050297553485988
APTOS,b72a86d61959.png,bicubic,36.44087261619371,0.8809328838367511
APTOS,b72a86d61959.png,espcn,35.72855934918982,0.9097425655563641
APTOS,b72a86d61959.png,fsrcnn,32.62468631125418,0.8593015893998887
APTOS,b72a86d61959.png,srcnn,36.46283015774909,0.910597780124749
APTOS,b72f59b85f7c.png,bicubic,38.2302533640648,0.8786358691013175
APTOS,b72f59b85f7c.png,espcn,38.50940557433963,0.9526444686927825
APTOS,b72f59b85f7c.png,fsrcnn,32.069187119651026,0.9417314003750077
APTOS,b72f59b85f7c.png,srcnn,38.587278480784036,0.8924944809101351
APTOS,b73d0bcd3d33.png,bicubic,40.36964714131344,0.8926314631082105
APTOS,b73d0bcd3d33.png,espcn,41.397686281732746,0.9730161262732907
APTOS,b73d0bcd3d33.png,fsrcnn,30.59340098602086,0.8938591542694868
APTOS,b73d0bcd3d33.png,srcnn,41.61705391321155,0.9152910688390964
APTOS,b74de20d73de.png,bicubic,36.88765986814252,0.8821729260334082
APTOS,b74de20d73de.png,espcn,36.22109503785785,0.9574828671845107
APTOS,b74de20d73de.png,fsrcnn,32.432851745858336,0.954098445010522
APTOS,b74de20d73de.png,srcnn,36.83817445574765,0.8988552340178423
APTOS,b759cbef90c5.png,bicubic,37.56234651036752,0.8958294286544645
APTOS,b759cbef90c5.png,espcn,37.07071243275791,0.9301851898233192
APTOS,b759cbef90c5.png,fsrcnn,30.503207512506123,0.8679320640061158
APTOS,b759cbef90c5.png,srcnn,37.564808860069846,0.9295231394770166
APTOS,b77b88926843.png,bicubic,37.264961819834866,0.8889198242538322
APTOS,b77b88926843.png,espcn,36.72553027629968,0.9196566415982365
APTOS,b77b88926843.png,fsrcnn,31.93347231567568,0.8638916295965052
APTOS,b77b88926843.png,srcnn,37.223602169206046,0.9214810191684445
APTOS,b7983cb3f270.png,bicubic,37.03887941771752,0.8887498451031549
APTOS,b7983cb3f270.png,espcn,36.64263241220523,0.9154618310901829
APTOS,b7983cb3f270.png,fsrcnn,32.03713721722271,0.8531113732409169
APTOS,b7983cb3f270.png,srcnn,37.27930084529775,0.9259221984940412
APTOS,b7a1bb106051.png,bicubic,36.93790907467193,0.879469109488603
APTOS,b7a1bb106051.png,espcn,36.519214580917115,0.9085616804861161
APTOS,b7a1bb106051.png,fsrcnn,31.640596115100173,0.8569433015342848
APTOS,b7a1bb106051.png,srcnn,37.10550837020553,0.9076337668297806
APTOS,b7aca95b97b9.png,bicubic,38.551321401580594,0.8926984738861137
APTOS,b7aca95b97b9.png,espcn,39.167804332463255,0.9602089655392195
APTOS,b7aca95b97b9.png,fsrcnn,34.08908781596927,0.9396085141649883
APTOS,b7aca95b97b9.png,srcnn,39.48319129514376,0.9395129668501744
APTOS,b7bd4a6627b6.png,bicubic,36.74167381143879,0.8820666676986537
APTOS,b7bd4a6627b6.png,espcn,36.20417732386536,0.915329212403338
APTOS,b7bd4a6627b6.png,fsrcnn,33.46586320638323,0.8752316546762225
APTOS,b7bd4a6627b6.png,srcnn,36.86694836766076,0.9134614480651505
APTOS,b7ce561a7328.png,bicubic,37.038371816316904,0.8836962196868742
APTOS,b7ce561a7328.png,espcn,36.63307221485069,0.9101333199048712
APTOS,b7ce561a7328.png,fsrcnn,33.94549055456374,0.8630755436893387
APTOS,b7ce561a7328.png,srcnn,37.21213267925322,0.9156953388467627
APTOS,b7f0bc7d399e.png,bicubic,38.47169075309387,0.8994925042214383
APTOS,b7f0bc7d399e.png,espcn,36.319401471490465,0.9550666819232547
APTOS,b7f0bc7d399e.png,fsrcnn,28.193067091563382,0.8651205629336133
APTOS,b7f0bc7d399e.png,srcnn,39.11028294411197,0.9569667726786696
APTOS,b8297a2291f5.png,bicubic,37.010072834573855,0.8794527690849292
APTOS,b8297a2291f5.png,espcn,36.56352439592468,0.9155741943473167
APTOS,b8297a2291f5.png,fsrcnn,30.861530944376405,0.8747173751733346
APTOS,b8297a2291f5.png,srcnn,37.28000265188093,0.911993676127088
APTOS,b82dfa63a75f.png,bicubic,35.643762462410905,0.8770724913806157
APTOS,b82dfa63a75f.png,espcn,34.72753915545116,0.9499601381132262
APTOS,b82dfa63a75f.png,fsrcnn,27.65652593685294,0.9436741582617127
APTOS,b82dfa63a75f.png,srcnn,35.32170214213201,0.8894521525131389
APTOS,b835b6e31a59.png,bicubic,37.06219154813936,0.890769494451621
APTOS,b835b6e31a59.png,espcn,36.528730283249686,0.9165816302101649
APTOS,b835b6e31a59.png,fsrcnn,32.388901083071275,0.8527760143697997
APTOS,b835b6e31a59.png,srcnn,37.15739862950588,0.9247286549136815
APTOS,b842b43cb7fb.png,bicubic,37.95081251290916,0.8801452891542528
APTOS,b842b43cb7fb.png,espcn,37.784742164967184,0.9483556982836708
APTOS,b842b43cb7fb.png,fsrcnn,30.671711096139678,0.8976143899538439
APTOS,b842b43cb7fb.png,srcnn,37.95469620138663,0.8947237272181722
APTOS,b86fb2d5be1a.png,bicubic,38.042401635981456,0.8943320378688749
APTOS,b86fb2d5be1a.png,espcn,34.33254173886609,0.9431472323480414
APTOS,b86fb2d5be1a.png,fsrcnn,28.35586807423862,0.8445035896331287
APTOS,b86fb2d5be1a.png,srcnn,38.06818655173067,0.9458433427510969
APTOS,b8dab47a260e.png,bicubic,36.843805113582086,0.8793949344995377
APTOS,b8dab47a260e.png,espcn,36.421469918666595,0.9131360698471699
APTOS,b8dab47a260e.png,fsrcnn,31.71202155227983,0.8718965425866809
APTOS,b8dab47a260e.png,srcnn,37.07389470761166,0.9127019122786444
APTOS,b8e20c076b03.png,bicubic,37.998094791191036,0.901154988163929
APTOS,b8e20c076b03.png,espcn,36.022406232025375,0.9482560945588485
APTOS,b8e20c076b03.png,fsrcnn,29.566604612096622,0.8568974879380424
APTOS,b8e20c076b03.png,srcnn,37.85460050965527,0.949104756916579
APTOS,b8e9a8f4617d.png,bicubic,37.164705576372334,0.8916074762519849
APTOS,b8e9a8f4617d.png,espcn,36.532853001105174,0.9198566500554358
APTOS,b8e9a8f4617d.png,fsrcnn,30.6715324639432,0.8639025031356372
APTOS,b8e9a8f4617d.png,srcnn,37.34581152857797,0.9290693681670167
APTOS,b92eacd1392a.png,bicubic,36.994700908741805,0.8875253004134942
APTOS,b92eacd1392a.png,espcn,36.683898790347314,0.9270969601255938
APTOS,b92eacd1392a.png,fsrcnn,31.351809757496273,0.8867093455351575
APTOS,b92eacd1392a.png,srcnn,37.41186213943552,0.9316403462860201
APTOS,b9519abce0c1.png,bicubic,35.86187893151376,0.8866667718337798
APTOS,b9519abce0c1.png,espcn,34.9730796837487,0.9686649206422304
APTOS,b9519abce0c1.png,fsrcnn,26.486078796878903,0.9636105093456825
APTOS,b9519abce0c1.png,srcnn,35.48660172244564,0.9087871933137389
APTOS,b963a11638f2.png,bicubic,39.31012988946618,0.893264366350882
APTOS,b963a11638f2.png,espcn,41.62863037908294,0.968350085915559
APTOS,b963a11638f2.png,fsrcnn,33.730853108644766,0.9289029886903183
APTOS,b963a11638f2.png,srcnn,41.60218841552475,0.9475947866067259
APTOS,b9bc81fcb075.png,bicubic,37.0790931518144,0.8884889189378535
APTOS,b9bc81fcb075.png,espcn,36.663415501842515,0.9135245466110314
APTOS,b9bc81fcb075.png,fsrcnn,33.07775198010954,0.8572482662349605
APTOS,b9bc81fcb075.png,srcnn,37.29913714886733,0.9241767658321579
APTOS,b9c7c5182075.png,bicubic,36.77882854148309,0.8805338072631729
APTOS,b9c7c5182075.png,espcn,36.156835511336254,0.912774028468266
APTOS,b9c7c5182075.png,fsrcnn,32.46982692181521,0.865286636666918
APTOS,b9c7c5182075.png,srcnn,36.894904912539296,0.9120817308466492
APTOS,b9d0b83d70c3.png,bicubic,38.37803754917048,0.8851647103087216
APTOS,b9d0b83d70c3.png,espcn,38.79171800581104,0.9660229227359037
APTOS,b9d0b83d70c3.png,fsrcnn,31.28644265036347,0.9579123585846401
APTOS,b9d0b83d70c3.png,srcnn,38.941658137703286,0.9074879908153107
APTOS,b9fe7da14a32.png,bicubic,38.8173109339343,0.896230698850082
APTOS,b9fe7da14a32.png,espcn,40.26196570722991,0.9649688131173316
APTOS,b9fe7da14a32.png,fsrcnn,31.91980296713494,0.9397765938462707
APTOS,b9fe7da14a32.png,srcnn,40.31411125004247,0.9451321885443358
APTOS,ba0107fb1bfd.png,bicubic,36.73016339470799,0.8816697553037325
APTOS,ba0107fb1bfd.png,espcn,35.923904949401965,0.9191349278480972
APTOS,ba0107fb1bfd.png,fsrcnn,30.98156328648642,0.8807074536574127
APTOS,ba0107fb1bfd.png,srcnn,36.83964317224836,0.9182011958418729
APTOS,ba2ea9182090.png,bicubic,37.54404410465489,0.8935525983399462
APTOS,ba2ea9182090.png,espcn,36.938052999260776,0.9288432992422718
APTOS,ba2ea9182090.png,fsrcnn,29.67641528999912,0.8554741515143012
APTOS,ba2ea9182090.png,srcnn,37.44494262040836,0.9222343427582097
APTOS,ba4e62c11cc0.png,bicubic,37.228053473719825,0.8907785843602416
APTOS,ba4e62c11cc0.png,espcn,36.770411639226865,0.9197396849813085
APTOS,ba4e62c11cc0.png,fsrcnn,31.23338623806733,0.8689209657756264
APTOS,ba4e62c11cc0.png,srcnn,37.500628131839846,0.9282766461956662
APTOS,baaca2f7e1f0.png,bicubic,37.981654732764845,0.8952377244013325
APTOS,baaca2f7e1f0.png,espcn,37.88653655718075,0.9445913756274781
APTOS,baaca2f7e1f0.png,fsrcnn,29.11914131571414,0.8639337863115184
APTOS,baaca2f7e1f0.png,srcnn,38.14165585284194,0.938684986004738
APTOS,bab776139279.png,bicubic,38.13256504003236,0.8800995412734012
APTOS,bab776139279.png,espcn,38.810679772090836,0.9608334305882383
APTOS,bab776139279.png,fsrcnn,32.191412809093464,0.959117812194839
APTOS,bab776139279.png,srcnn,38.799616144727246,0.9013422529867195
APTOS,bac1744955c2.png,bicubic,37.08666367670182,0.879525754746754
APTOS,bac1744955c2.png,espcn,36.64853629429838,0.9011696620239787
APTOS,bac1744955c2.png,fsrcnn,32.884838034483444,0.8451211822565546
APTOS,bac1744955c2.png,srcnn,37.074684470216404,0.9055826655388715
APTOS,bacfa2b8e706.png,bicubic,38.100329713216176,0.8952458555399921
APTOS,bacfa2b8e706.png,espcn,38.034175950726656,0.925751633775764
APTOS,bacfa2b8e706.png,fsrcnn,31.23875544248331,0.8468940249077533
APTOS,bacfa2b8e706.png,srcnn,38.33559614950304,0.9285970163399403
APTOS,badb5ff8d3c7.png,bicubic,37.768787514737056,0.8976249525736416
APTOS,badb5ff8d3c7.png,espcn,38.67069850266589,0.9563336541652786
APTOS,badb5ff8d3c7.png,fsrcnn,32.69328830347801,0.8986273217586901
APTOS,badb5ff8d3c7.png,srcnn,38.979458104944136,0.9560777020326999
APTOS,bb08949dd70a.png,bicubic,38.81674113545567,0.8952488084831853
APTOS,bb08949dd70a.png,espcn,39.97409171770454,0.9628292557611333
APTOS,bb08949dd70a.png,fsrcnn,33.41306574655079,0.928538843429752
APTOS,bb08949dd70a.png,srcnn,40.13574838741632,0.9428108634254176
APTOS,bb2f89488ecd.png,bicubic,37.864009404992714,0.8951075547322646
APTOS,bb2f89488ecd.png,espcn,37.56553266186697,0.9326847090912045
APTOS,bb2f89488ecd.png,fsrcnn,32.74882902271481,0.8896453116085438
APTOS,bb2f89488ecd.png,srcnn,38.1210775179506,0.9330363911775988
APTOS,bb752b179751.png,bicubic,36.531976629476794,0.8795952831376491
APTOS,bb752b179751.png,espcn,35.7953853417719,0.9040271624226812
APTOS,bb752b179751.png,fsrcnn,32.345994887804096,0.8517075967681915
APTOS,bb752b179751.png,srcnn,36.35862974922048,0.9028592642251313
APTOS,bb85097857fa.png,bicubic,37.60880887627955,0.8806070663415043
APTOS,bb85097857fa.png,espcn,37.45587487060903,0.9553971163165844
APTOS,bb85097857fa.png,fsrcnn,29.077325218484802,0.9491356243951573
APTOS,bb85097857fa.png,srcnn,37.90623039531277,0.8973352110783518
APTOS,bc34f52c37c7.png,bicubic,36.75599440955682,0.8804060121433043
APTOS,bc34f52c37c7.png,espcn,36.08942430978122,0.955533883144922
APTOS,bc34f52c37c7.png,fsrcnn,31.427125685212406,0.9538474792157247
APTOS,bc34f52c37c7.png,srcnn,36.60113625467085,0.8959783404943144
APTOS,bc7bf19b84e3.png,bicubic,37.0909702273316,0.8903828807749896
APTOS,bc7bf19b84e3.png,espcn,36.72689263327185,0.9187116065048109
APTOS,bc7bf19b84e3.png,fsrcnn,32.356925424834344,0.8571756217619825
APTOS,bc7bf19b84e3.png,srcnn,37.330695318094705,0.9290776152530761
APTOS,bc8c6a778cde.png,bicubic,38.20403187193286,0.8853615701710598
APTOS,bc8c6a778cde.png,espcn,38.40420736769047,0.959541150960773
APTOS,bc8c6a778cde.png,fsrcnn,33.3548742321749,0.9476002246904945
APTOS,bc8c6a778cde.png,srcnn,38.52063811147248,0.9013306061419915
APTOS,bc92a61a1f9c.png,bicubic,36.83842050597586,0.8900758230955512
APTOS,bc92a61a1f9c.png,espcn,36.18234727351854,0.9237240486052084
APTOS,bc92a61a1f9c.png,fsrcnn,31.507883602004767,0.872053646318698
APTOS,bc92a61a1f9c.png,srcnn,36.84934934274474,0.9307342947480155
APTOS,bcb0498ed2c1.png,bicubic,39.066722138207,0.8957450594316674
APTOS,bcb0498ed2c1.png,espcn,32.943142404274056,0.9509444575998955
APTOS,bcb0498ed2c1.png,fsrcnn,23.041518466953086,0.606480598912582
APTOS,bcb0498ed2c1.png,srcnn,40.831961531533985,0.9626619071335821
APTOS,bd06028eb7dd.png,bicubic,37.163048487065915,0.888530073906435
APTOS,bd06028eb7dd.png,espcn,36.797397010156466,0.9197351027622318
APTOS,bd06028eb7dd.png,fsrcnn,33.18422859697299,0.8701030012160659
APTOS,bd06028eb7dd.png,srcnn,37.45651643785901,0.9280657126409174
APTOS,bd34a0639575.png,bicubic,37.20775569877719,0.8868519874504566
APTOS,bd34a0639575.png,espcn,36.69097560926697,0.9163758225326846
APTOS,bd34a0639575.png,fsrcnn,32.48763373514615,0.864745823148302
APTOS,bd34a0639575.png,srcnn,37.34071077710091,0.9231510772915322
APTOS,bd375ba756b1.png,bicubic,38.860750251121864,0.883563538214811
APTOS,bd375ba756b1.png,espcn,39.151592031984684,0.9604635927520903
APTOS,bd375ba756b1.png,fsrcnn,30.85741293357744,0.92684003688496
APTOS,bd375ba756b1.png,srcnn,39.331294877791464,0.9005769988587647
APTOS,bd500a73beae.png,bicubic,36.900078440691594,0.8927141533437345
APTOS,bd500a73beae.png,espcn,36.150034580400046,0.9173541539857917
APTOS,bd500a73beae.png,fsrcnn,29.69791653070418,0.8497739610285886
APTOS,bd500a73beae.png,srcnn,36.8973568414099,0.9293552128504811
APTOS,bda91b76095b.png,bicubic,37.37431772468862,0.8903325309480103
APTOS,bda91b76095b.png,espcn,31.465115491968714,0.9311618867617275
APTOS,bda91b76095b.png,fsrcnn,25.981131127908604,0.8155390259190907
APTOS,bda91b76095b.png,srcnn,36.07247108167365,0.9331560537332427
APTOS,bdc6c60e9133.png,bicubic,37.58715194724739,0.8825367661733837
APTOS,bdc6c60e9133.png,espcn,37.69617073255874,0.9572513218831576
APTOS,bdc6c60e9133.png,fsrcnn,30.330856218592906,0.9497526726822098
APTOS,bdc6c60e9133.png,srcnn,37.87171999233908,0.8978271024102376
APTOS,bde1063a5dd7.png,bicubic,38.86775085629829,0.9020734412646383
APTOS,bde1063a5dd7.png,espcn,37.330975051018584,0.9631151677042319
APTOS,bde1063a5dd7.png,fsrcnn,28.717379535682245,0.8763396541984191
APTOS,bde1063a5dd7.png,srcnn,39.55601041035909,0.9637342834389274
APTOS,bdf47b9f10c4.png,bicubic,36.78513695203924,0.8853739646943698
APTOS,bdf47b9f10c4.png,espcn,36.16400031102406,0.9117236006127974
APTOS,bdf47b9f10c4.png,fsrcnn,33.306153100536065,0.8625505457222058
APTOS,bdf47b9f10c4.png,srcnn,36.862995561986324,0.9210048178922863
APTOS,be197b663520.png,bicubic,37.38102424599863,0.8857632742372684
APTOS,be197b663520.png,espcn,37.13207339118295,0.9109724511459416
APTOS,be197b663520.png,fsrcnn,33.70484646118544,0.8554230224279751
APTOS,be197b663520.png,srcnn,37.64124057617853,0.9206811464087554
APTOS,be3a7d9e981e.png,bicubic,39.762843271022724,0.8857853109367547
APTOS,be3a7d9e981e.png,espcn,40.24976165137112,0.9561365650293495
APTOS,be3a7d9e981e.png,fsrcnn,30.46483469717653,0.875281464554995
APTOS,be3a7d9e981e.png,srcnn,40.35305436871794,0.908338143532633
APTOS,be521870a0ea.png,bicubic,39.30581746114767,0.8933142674399516
APTOS,be521870a0ea.png,espcn,40.921536572704476,0.9660888572556252
APTOS,be521870a0ea.png,fsrcnn,32.64129451907863,0.932000160289257
APTOS,be521870a0ea.png,srcnn,41.41135322386657,0.9458302337281128
APTOS,be6cbf6e5b10.png,bicubic,38.236991433229676,0.8805557179020345
APTOS,be6cbf6e5b10.png,espcn,38.613423223716055,0.9598839192615275
APTOS,be6cbf6e5b10.png,fsrcnn,32.56027087687979,0.9565077769395033
APTOS,be6cbf6e5b10.png,srcnn,38.68283443236264,0.8998452877568619
APTOS,be7f791a7877.png,bicubic,37.91211977035648,0.882696067594256
APTOS,be7f791a7877.png,espcn,37.905346340525824,0.955624490813431
APTOS,be7f791a7877.png,fsrcnn,29.877641490935503,0.9069626955535064
APTOS,be7f791a7877.png,srcnn,38.05977121977454,0.9038747357905139
APTOS,be8697eb2078.png,bicubic,37.009486686311035,0.8875318189455883
APTOS,be8697eb2078.png,espcn,36.14343053607498,0.9177734566486668
APTOS,be8697eb2078.png,fsrcnn,31.61537227295942,0.8709403796458742
APTOS,be8697eb2078.png,srcnn,36.872096532375785,0.9158565822452803
APTOS,beb00fa6e7c9.png,bicubic,39.15451158510888,0.8976086503780879
APTOS,beb00fa6e7c9.png,espcn,37.04856913746177,0.9660321047985031
APTOS,beb00fa6e7c9.png,fsrcnn,28.598179016074425,0.86198322940725
